taxon	reads
9606	80337
1379	68105
487	52659
727	35728
1328	24065
562	20283
28037	16121
1522312	14034
1313	12255
43675	11846
1304	11430
28131	7423
1318	7323
851	6653
2993430	6422
732	5245
39777	5200
2682456	5121
28132	4969
1660	4733
1280	4261
1303	4149
729	4025
726	3692
423477	3524
2682455	3489
486	3384
1177574	3255
257758	3251
33033	2723
3059028	2562
1338	2385
485	2316
3098076	2309
2819619	2303
39778	2165
1433513	1696
2975324	1669
78331	1665
2937985	1606
2598453	1584
2610896	1566
1018	1556
84135	1476
3077584	1437
199	1426
29391	1324
3059030	1322
76859	1319
712633	1310
46124	1295
2663009	1234
470565	1231
157687	1222
3098075	1199
29466	1174
504	1085
28449	1085
483	886
735	858
2972784	848
712623	838
2420310	836
1382	831
2759692	738
671211	735
76860	706
113107	706
539	672
203	663
623	648
158	645
1308	634
1343	625
2899133	619
1839799	586
155615	566
1747	565
2954545	565
68892	561
2490855	545
490	539
684066	530
102148	530
114527	528
28133	527
2954513	498
76857	488
69710	481
1305	431
197575	425
484	397
28901	395
1302	389
712435	386
712310	340
1334	336
76123	332
143361	322
712116	306
137732	288
488	283
58231	274
1852377	273
712538	271
1156431	270
2972775	266
10665	258
712357	255
1311	252
1902136	243
544580	223
2047	222
1759399	221
1307	215
45634	214
495	202
652716	200
712362	197
28137	193
837	193
52773	185
2563662	176
2975349	176
285729	163
1643513	162
3077590	161
2576376	159
713030	155
1871109	154
496	151
120682	149
33053	149
1785995	148
624	147
589436	146
3038077	143
28129	141
1234680	139
1336	139
1583098	136
712361	134
617123	133
622	132
1659192	132
3118470	131
2040624	128
1051631	124
589437	124
47671	123
28135	116
1643512	112
860	112
204	109
2598457	106
1705617	106
641148	105
61592	101
1314	101
2382163	100
712624	99
1539298	95
109328	95
739	92
248315	92
1316593	91
2841264	90
2748316	86
54736	85
86332	75
649161	72
33040	72
714	67
40324	65
2866570	65
2528037	63
28124	63
69823	62
43768	59
1056807	59
621	56
1282	55
28125	54
712150	53
157691	52
573	51
53419	50
550	50
3077723	47
172042	47
2789425	47
1655	47
712471	46
2820817	46
12402	46
2490633	45
28112	44
38284	43
1496	42
706438	42
249188	42
208962	41
28127	41
190721	40
820	40
1501662	40
747	40
655307	40
1019	39
2840371	39
221027	38
36874	38
1448274	37
2912188	37
82348	35
712528	34
33011	33
178339	33
131111	32
1309	32
867595	31
2583584	31
371601	31
114528	31
1566990	30
28128	30
1340	29
39491	29
2763540	29
138851	29
651822	29
821	28
712368	28
29388	28
2420309	27
2763068	27
2725997	27
162156	26
712411	26
502	26
1329	26
1916	26
492	26
2708117	26
3058373	25
1499973	25
2806552	25
712710	25
2079536	25
1884263	24
361101	24
546	24
675090	24
72	23
282402	23
40542	23
162	22
2021971	22
322095	22
103621	21
2744574	21
859	21
2781599	21
29394	21
1853278	21
1017	20
1888195	20
1352	20
39950	20
564	20
1785996	20
267212	20
2794089	20
2018067	20
614	20
2749807	20
1624	20
1491	20
2792224	20
461393	19
157688	19
28116	19
492670	19
1310	19
1358	18
3003601	18
1940319	18
640030	18
34105	18
1349	18
165179	18
409322	18
2219225	18
505	18
2004710	18
712122	18
2749432	18
2057800	18
2722820	18
1815583	17
730	17
824	17
326522	17
633135	17
1851395	17
1351	17
315405	16
644007	16
40215	16
40214	16
1335	16
817	16
853	16
1345	16
208479	16
1348	16
2044467	16
2979467	15
2766701	15
1750	15
3028082	15
1353	15
818	15
3060358	15
2754044	15
28091	15
181487	15
2144175	14
29389	14
38304	14
147802	14
554406	14
2057798	14
1396	14
1659	14
52771	14
102886	14
1960083	13
76629	13
2954771	13
328813	13
823	13
607711	13
2917790	13
537874	13
598660	13
46125	13
303	13
135079	13
158836	13
131110	13
1917441	13
2921610	12
393921	12
2686210	12
2509662	12
88431	12
2560010	12
59893	12
1660080	12
161879	12
2709396	12
2801997	12
52774	12
2666100	11
410072	11
2497989	11
28141	11
28123	11
3060335	11
1421	11
387661	11
1326	11
1639	11
3022127	11
2057743	11
2755559	11
2173853	11
72026	10
1286	10
1316596	10
2572088	10
445930	10
2811781	10
163877	10
2737173	10
2738844	10
39488	10
194197	10
508451	10
33007	10
493	10
244366	10
157692	10
83655	10
1811193	10
287	10
47678	10
46506	10
39485	10
656366	10
400065	10
1931275	9
1547	9
33028	9
1470200	9
75612	9
1185412	9
84030	9
630	9
3059815	9
2545799	9
1260	9
454154	9
839	9
595468	9
2563668	9
133926	9
3125777	9
46507	9
111015	9
1796644	9
150055	9
57706	9
3060331	9
2606626	9
1814128	9
1587	9
1656	9
2709403	9
39496	9
1382466	9
71237	9
1661	9
34062	9
52227	9
3060353	8
1346	8
1610	8
586733	8
254839	8
2931922	8
1756150	8
2675711	8
29384	8
43990	8
387090	8
33010	8
418240	8
28111	8
291644	8
167972	8
1707785	8
2751	8
3060774	8
3060345	8
417368	8
44008	8
2745514	8
2897181	8
87541	8
3077735	8
13690	8
2980026	8
2051	7
3036302	7
884684	7
188913	7
59310	7
3028084	7
2785025	7
2742134	7
2866628	7
3060364	7
2664091	7
649756	7
46228	7
2509666	7
2778911	7
2921504	7
102684	7
2894203	7
167	7
2133944	7
1855823	7
1531	7
856	7
208224	7
327575	7
199592	7
1853276	7
3039116	7
71452	7
2923363	7
9	7
28113	7
2559073	7
1259844	7
1585976	7
2806443	7
1404	7
181655	7
1912795	7
39687	7
38289	7
1241978	7
2487072	7
1359	6
3003351	6
2842346	6
1965590	6
29347	6
3060367	6
85698	6
3060365	6
3059798	6
3060326	6
33039	6
849	6
2764326	6
238834	6
355249	6
185007	6
1775880	6
2703794	6
37923	6
305719	6
2567941	6
2093824	6
3043330	6
301585	6
46126	6
79880	6
237258	6
2709394	6
43769	6
1502	6
2099387	6
202	6
2518605	6
1428	6
1336802	6
53442	6
2081702	6
2789424	6
1486034	6
2998077	6
85402	6
2745560	6
2811778	6
357276	6
2929490	6
3028083	6
2951805	6
61645	6
1680	6
539813	6
1613	6
1686	6
216816	6
545	6
2604421	6
2921713	6
76853	5
208596	5
703	5
312279	5
3095337	5
258	5
2986767	5
3020829	5
236753	5
75985	5
2518971	5
2315	5
1667168	5
2913620	5
607712	5
827	5
2718	5
1134687	5
1463165	5
676	5
2813371	5
2161677	5
1296	5
1799	5
3098077	5
999183	5
28264	5
109472	5
2995413	5
42858	5
536441	5
45972	5
1408	5
556548	5
1717	5
2563669	5
52694	5
1399	5
2563664	5
831	5
204039	5
1322	5
333367	5
33025	5
489632	5
484770	5
3054208	5
29442	5
2844309	5
149016	5
254785	5
3060389	5
678932	5
411486	5
1504	5
1796613	5
674529	5
1354	5
1871034	5
1042156	5
2830999	5
185300	5
1628156	5
2663022	5
2954691	5
2755405	5
2881056	5
1532552	5
570278	5
2986829	5
995	4
1286698	4
1756149	4
2583851	4
411483	4
446683	4
328814	4
626932	4
224719	4
28118	4
1796646	4
2530390	4
3031919	4
299767	4
1341	4
147709	4
397865	4
1653831	4
866807	4
158877	4
1232428	4
1812935	4
35703	4
2742624	4
2702	4
1650	4
417367	4
292800	4
2880008	4
2052660	4
2133	4
1622118	4
1637975	4
2113	4
548	4
29562	4
471189	4
2124	4
138853	4
28197	4
43767	4
886478	4
3036300	4
2908837	4
1870995	4
1503041	4
198483	4
718	4
2116	4
1497	4
2714353	4
754417	4
2820661	4
2708340	4
1032242	4
1288	4
2093857	4
1478	4
284581	4
699041	4
1719	4
35755	4
1493872	4
394958	4
1519	4
2679995	4
731	4
2494373	4
2507159	4
2562451	4
2230877	4
470	4
3041766	4
2879149	4
1482	4
255247	4
2692425	4
3082444	4
1274	4
2763672	4
3028070	4
194196	4
1245	4
316	4
437897	4
1117645	4
588	4
40520	4
153491	4
2003551	4
3031997	4
477666	4
246787	4
253703	4
3060154	4
3060777	4
3059808	4
2592653	3
1859475	3
959	3
1583	3
148814	3
153493	3
164546	3
721785	3
2830996	3
413889	3
169480	3
2331	3
1243007	3
291645	3
2715212	3
290053	3
2487118	3
2861288	3
1049583	3
2981139	3
82380	3
1905847	3
210	3
1986146	3
81412	3
1219	3
2912675	3
178214	3
218144	3
52584	3
1780362	3
1617448	3
29382	3
29380	3
170573	3
985002	3
2779362	3
2755338	3
40091	3
1930058	3
2913616	3
28119	3
338188	3
199591	3
1288636	3
1471	3
1292	3
762	3
738	3
2030797	3
1564138	3
215578	3
292461	3
728	3
2954748	3
3047873	3
165	3
2086577	3
2110	3
2903560	3
29555	3
29556	3
171281	3
74426	3
2954655	3
2954547	3
1426	3
1906273	3
29362	3
2714928	3
1522	3
54005	3
3047875	3
129985	3
450367	3
152268	3
750	3
47735	3
1032623	3
283686	3
1158459	3
60894	3
163604	3
528187	3
3050112	3
850	3
1643	3
2921653	3
2921416	3
3036359	3
3025666	3
575	3
67827	3
1639133	3
2980557	3
53362	3
1748967	3
2879938	3
2041044	3
2929495	3
3029272	3
2321394	3
2999116	3
2058134	3
2918526	3
2570561	3
2898795	3
1684	3
1675036	3
1334193	3
379893	3
2479767	3
3081750	3
45851	3
158822	3
158847	3
2377	3
53443	3
1235990	3
66269	3
2590776	3
296	3
549	3
28151	3
2482769	3
166486	3
2068655	3
2975945	3
1653434	3
48296	3
1265445	3
2983606	3
2929800	3
1513	3
1534	3
1561	3
36745	3
44010	3
98668	3
1792	3
2733571	3
190146	3
1282737	3
2843318	3
1493	3
84595	3
1528099	3
1744	3
2835648	3
2571030	3
373672	3
2859768	3
2697030	3
2708053	3
261299	3
34085	3
28090	3
150340	3
2871169	3
1028752	3
553611	3
1935446	3
376489	3
52133	3
358	3
38310	3
34007	3
269660	3
38286	3
71254	3
1208324	3
1862358	3
227319	3
1854498	3
2976818	3
2055947	3
134034	3
3081231	3
3060379	3
64186	3
112023	3
1825069	3
90060	3
1601	3
1606	3
1623	3
1111760	3
2748	3
47770	3
409290	3
45254	3
1642646	3
46503	3
59737	3
376805	3
328812	3
1217282	3
2364787	3
2845405	3
3059812	3
2116510	3
1281486	2
3059814	2
3059820	2
2292766	2
2871694	2
2508726	2
2585118	2
2094151	2
2585119	2
1760811	2
412690	2
2773266	2
150026	2
3120525	2
1979344	2
2986831	2
1933880	2
1670	2
2813727	2
37930	2
2772401	2
174587	2
1903686	2
57043	2
1897061	2
2846775	2
535712	2
2499157	2
3068634	2
2017485	2
2968083	2
51665	2
33968	2
65553	2
876	2
899	2
65555	2
3092262	2
2875948	2
1290	2
985762	2
198	2
200	2
1170562	2
271	2
913107	2
33970	2
1336794	2
252966	2
3070999	2
626937	2
46127	2
61015	2
155085	2
308354	2
2839024	2
1427364	2
2782674	2
2854389	2
108015	2
668	2
2866573	2
654	2
2928472	2
441500	2
2811421	2
135487	2
263765	2
450	2
451	2
446	2
164608	2
2735528	2
3051171	2
1395951	2
2806346	2
293958	2
2583231	2
370622	2
258224	2
1979527	2
3062461	2
37637	2
2080740	2
38305	2
304378	2
1961362	2
404941	2
1578165	2
217159	2
1501	2
1494	2
1216932	2
704125	2
36845	2
212767	2
66228	2
2758440	2
1936029	2
39695	2
141349	2
1389713	2
39689	2
103810	2
191579	2
2675878	2
2932251	2
3097546	2
3070681	2
1748	2
1302235	2
29430	2
106649	2
3064892	2
56450	2
669	2
1511	2
29375	2
1735111	2
301301	2
3123317	2
36835	2
2709410	2
1486991	2
3019098	2
47917	2
615	2
29370	2
105841	2
33038	2
33043	2
66219	2
89153	2
1261634	2
1261635	2
715451	2
1631968	2
2950074	2
2810070	2
2663859	2
2045	2
2744474	2
185008	2
59733	2
253	2
556499	2
2898796	2
627624	2
2917715	2
227	2
332186	2
61648	2
82977	2
255519	2
3118169	2
1505757	2
2047724	2
1972431	2
2994555	2
2697019	2
1038928	2
887464	2
2875706	2
1950	2
2975728	2
2815358	2
1163710	2
1727145	2
1912897	2
2779518	2
433286	2
43305	2
1922217	2
1615494	2
2923283	2
2027290	2
29483	2
636	2
553	2
371142	2
28454	2
1532	2
626940	2
2564099	2
480520	2
343403	2
2767188	2
2736252	2
3042315	2
270918	2
2997336	2
2855394	2
154046	2
3029274	2
2929492	2
2929493	2
2929494	2
3030639	2
1155388	2
1010	2
2983229	2
638619	2
1936080	2
1850252	2
516051	2
312285	2
29341	2
1182444	2
2898794	2
2996035	2
2904247	2
3059078	2
2696560	2
2715131	2
1538644	2
1778678	2
1473112	2
544433	2
624315	2
338584	2
2074	2
2811108	2
2021	2
862126	2
1173583	2
2605747	2
2703787	2
3069118	2
1641	2
1642	2
116718	2
54291	2
67825	2
3139408	2
44251	2
2909671	2
1451	2
54911	2
3029053	2
3116594	2
28026	2
2932182	2
2742132	2
2975959	2
571	2
2026240	2
2153354	2
1677857	2
214851	2
2086584	2
1736	2
2841528	2
938288	2
1297617	2
2610895	2
1514105	2
2913614	2
1226968	2
77095	2
2758572	2
2779775	2
2716227	2
43674	2
1556	2
2507161	2
1852374	2
683124	2
996	2
986	2
1168034	2
574710	2
1685	2
28049	2
221402	2
69218	2
3070678	2
3070683	2
228899	2
2962858	2
2963105	2
182710	2
3043332	2
859144	2
1742359	2
222819	2
2102	2
754514	2
3066305	2
3066286	2
3066284	2
29519	2
81028	2
163	2
746691	2
2921497	2
2651284	2
2866810	2
2720029	2
2843216	2
147206	2
2844380	2
84112	2
28903	2
1563	2
35701	2
1836467	2
2283160	2
189381	2
2921616	2
45668	2
632773	2
53458	2
3115209	2
443156	2
2904523	2
3120520	2
2483799	2
2691580	2
2698672	2
511435	2
1307839	2
45243	2
1940525	2
2732161	2
329854	2
2575923	2
2593973	2
467262	2
2682541	2
1441095	2
293387	2
2787628	2
2079227	2
1704044	2
1118963	2
118323	2
482564	2
1160	2
2911527	2
1849015	2
1898474	2
2026187	2
3052091	2
513050	2
56	2
290335	2
53345	2
2005703	2
2991418	2
51669	2
2094020	2
97478	2
2932184	2
1834167	2
1834189	2
2108365	2
120	2
2596890	2
2736	2
1842532	2
240139	2
28035	2
82654	2
63	2
430531	2
2576917	2
1598	2
1903186	2
556288	2
3117552	2
2944914	2
1965571	2
2899121	2
1871025	2
2651199	2
38288	2
136857	2
3049799	2
146827	2
441501	2
1072256	2
1404244	2
1852390	2
3060320	2
246	2
266748	2
2487074	2
2719912	2
89184	2
2570586	2
1388755	2
2081052	2
2014887	2
44577	2
80878	2
3136634	2
217203	2
3060323	2
3060338	2
1248330	2
2976676	2
1600	2
33959	2
228229	2
1607	2
3026162	2
197614	2
3048268	1
73913	1
2594042	1
2252	1
1379040	1
2993314	1
301375	1
1609968	1
710190	1
118000	1
2352	1
936456	1
2953746	1
2980100	1
521	1
123899	1
1851544	1
114	1
1868794	1
1834192	1
1581	1
1138822	1
51663	1
1296540	1
1603	1
225148	1
2421	1
46541	1
1508420	1
1891926	1
2527984	1
2795974	1
1930276	1
2763071	1
940614	1
1002689	1
1765020	1
3068640	1
3068893	1
1704307	1
1353976	1
202747	1
3044166	1
2835041	1
960	1
97084	1
80816	1
1236046	1
2051959	1
3122075	1
82633	1
96344	1
179879	1
2946699	1
2067065	1
536	1
251747	1
140098	1
3016636	1
292	1
28450	1
576610	1
169427	1
169430	1
105219	1
75659	1
92645	1
2946593	1
1644131	1
1809410	1
3073561	1
252970	1
656178	1
748247	1
1658665	1
413882	1
391953	1
392593	1
3037797	1
3070658	1
1231	1
50052	1
57372	1
754515	1
2096	1
3066276	1
171285	1
55603	1
142649	1
754	1
2827233	1
82135	1
264636	1
29552	1
61635	1
2974039	1
1179777	1
3096219	1
2789857	1
36863	1
189834	1
1432056	1
85404	1
2770636	1
51049	1
265175	1
326523	1
1184	1
2812896	1
1173032	1
52022	1
68909	1
1501268	1
1564165	1
477641	1
2903582	1
2951806	1
2268449	1
2802641	1
2981138	1
