taxon	reads
147802	555446
9606	53987
47770	26709
562	15857
109790	10701
1774	8389
1313	7156
1311	6555
28037	6219
1303	4825
134821	3171
2742601	2236
1280	2225
1328	1931
1596	1780
2993430	1075
46507	991
257758	927
87541	806
2819619	783
2598453	765
1433513	640
1379	595
3077584	565
78331	533
28125	521
1747	402
1260	357
29394	318
1870984	308
1633	305
884684	300
1282	296
623	295
2420310	264
36809	242
712633	230
2420308	229
1334	216
3036303	196
76860	192
1314	190
1307	185
1598	181
1587	178
2420309	178
2490855	172
2975349	163
113107	159
1902136	153
2130	141
2583584	139
45634	131
1351	126
2576376	111
28901	108
1302	105
712624	104
1305	101
3038077	97
2972784	93
33033	92
10665	91
197614	86
1520670	79
3029272	79
2759692	76
33959	75
1852373	73
3060519	68
33034	65
712623	64
236753	64
1304	64
2954102	61
190721	60
29391	59
621	58
2979467	58
1448274	56
3078812	55
33040	52
1229621	52
1578165	50
2004710	48
33037	46
40324	46
1604	45
1496	44
315405	42
1613	42
2792224	41
137732	40
1759399	40
2866628	39
102148	39
3060517	38
1338	38
40215	37
1287640	37
38304	36
300028	36
84135	36
2735554	36
68892	36
573	35
114527	34
622	34
1318	34
2904119	33
47493	31
1632	30
2787628	30
1701826	30
42094	29
1309	29
3016636	29
52584	29
187101	28
564	28
237258	27
3060521	27
135487	26
1852374	26
2695882	26
28127	26
730	25
411483	24
59310	24
2763068	23
2929488	23
1156431	23
287	23
3060154	22
2107999	22
44008	22
208962	21
227942	21
104955	21
2610896	20
2559073	20
1501662	20
361101	20
2792979	19
2173853	19
1254	18
2496265	18
3060513	18
404941	18
46124	18
39491	17
178214	16
821	16
35787	16
13690	16
76857	16
1336	16
2806552	16
1335	15
1580	15
149016	15
1341	15
103816	15
54005	15
546	15
1346	14
721785	14
2954771	14
1234680	14
28131	14
1177574	14
624	14
1117645	14
2702	14
684066	13
28132	13
1499973	13
97478	13
228229	13
1308	13
34062	12
1590	12
2976818	12
1772	12
400065	11
1888195	11
2763056	11
2955582	11
2686363	11
649161	11
470	11
614	11
2955510	10
853	10
2509662	10
89152	10
82135	10
2792859	10
43765	10
2929490	10
165179	10
3098076	10
57706	9
95486	9
644007	9
820	9
29388	9
2682456	9
33007	9
157692	9
39777	9
2707174	9
1340	9
1292	9
2811778	9
164759	8
1290	8
409322	8
29466	8
1579	8
1329	8
938288	8
82348	8
727	8
729	8
1310	8
2954513	8
28116	8
1528099	8
2955511	8
1624	8
150055	7
1825069	7
1348	7
508451	7
1080223	7
1916	7
246	7
33043	7
2371	7
61645	7
158836	7
1582	6
833	6
1781	6
1701837	6
1639	6
40214	6
28128	6
28129	6
1979527	6
43675	6
2698683	6
2528203	6
823	6
1871025	6
598660	6
1833	6
1326	6
2044467	6
267818	6
80866	6
554406	6
1766	6
1343	5
1584	5
116085	5
751585	5
1917441	5
254785	5
2929494	5
162	5
2575699	5
83262	5
353852	5
271	5
2664091	5
3077723	5
1255	5
1349	5
1920422	5
239935	5
300019	5
51663	5
1589	5
1601	5
1639133	5
575	5
3003351	5
2592382	5
630	5
1007676	4
1599	4
28038	4
33028	4
2892440	4
13689	4
35703	4
2995145	4
516075	4
1163398	4
2834819	4
2047	4
290053	4
371601	4
114090	4
46503	4
231049	4
706438	4
103621	4
1353891	4
33011	4
1834167	4
865	4
1600	4
28118	4
2754725	4
85698	4
225084	4
2878545	4
33962	3
2506420	3
137591	3
1114861	3
2961520	3
578234	3
544580	3
3073268	3
2923364	3
45851	3
1532	3
40091	3
2929489	3
33039	3
617123	3
29347	3
1463165	3
3016000	3
470565	3
2840371	3
202956	3
1421430	3
2045451	3
2599307	3
200991	3
726	3
3070680	3
161879	3
2975997	3
208223	3
1703250	3
54736	3
2681308	3
1812935	3
550	3
1134687	3
1352	3
314282	3
43768	3
2857064	3
3098075	3
2975324	3
1063	3
3028082	3
2871826	3
2058152	3
28133	3
244366	3
1502	3
72557	3
1814128	3
2382163	3
28035	3
1286	3
1358	3
51665	3
1160784	3
135719	3
80878	3
164546	3
2098	3
264636	3
28124	3
2899121	3
188932	3
2714940	3
1888890	3
223392	3
2976676	3
2012495	3
1296540	2
589437	2
53442	2
553	2
2109913	2
3046670	2
1811193	2
1597	2
148814	2
158822	2
2781599	2
408	2
2579935	2
565	2
2891570	2
512402	2
1972431	2
51288	2
2722820	2
712116	2
413497	2
1359	2
1619311	2
208479	2
3028084	2
1401	2
1800	2
423477	2
2594495	2
1452732	2
12402	2
102886	2
2153354	2
2929491	2
208224	2
299767	2
3049772	2
2742624	2
180400	2
179636	2
2742676	2
2048654	2
2492396	2
94132	2
551989	2
83655	2
1844999	2
240427	2
553814	2
2082188	2
2565554	2
204042	2
2968057	2
304378	2
2546360	2
486	2
1382	2
45972	2
379893	2
36839	2
1249	2
165096	2
176292	2
2282310	2
2899133	2
47678	2
83683	2
2993455	2
1296	2
155322	2
648	2
2026189	2
2806551	2
1605	2
76123	2
1138822	2
46506	2
1581	2
1622	2
33069	2
536441	2
392416	2
28112	2
837	2
328814	2
2682487	2
164393	2
2940300	2
1614	2
1623	2
484770	2
3027808	2
2565559	2
3059777	2
2913502	2
53374	2
2099788	2
2778078	2
39791	2
2072412	2
99653	2
151781	2
81468	2
37734	2
367477	2
519472	2
387661	2
818	2
375175	2
2925830	2
158080	1
2338327	1
29382	1
71452	1
2782665	1
29385	1
518898	1
1547445	1
2005703	1
