taxon	reads
28132	881932
39777	466813
2682456	463875
1177574	396775
1660	396541
39778	322872
2663009	295375
199	272475
2682455	261302
1304	260037
423477	200533
1318	177936
712623	177649
3059028	171340
29466	133144
43675	113731
2899133	103221
470565	100653
860	100273
28133	98237
102148	86619
114527	72002
46124	69323
3098075	57404
28131	56176
9606	51868
2972784	48833
712633	45098
28037	43148
2610896	41902
3098076	41727
3077584	40074
729	39891
1303	39567
76859	36836
76857	33425
68892	31876
1852377	31343
1313	30678
3059030	28698
84135	26927
851	26224
2759692	24390
28135	22533
2490855	18620
28129	14827
52773	14261
1308	13614
1839799	13217
684066	13144
1379	10384
3118470	9700
712538	9664
28125	9512
617123	9469
2841264	9436
1583098	9405
2954513	9223
2954545	8298
248315	7908
157687	7552
28137	7274
2975324	7186
713030	7177
155615	6969
1311	6920
712357	6855
1302	6220
2047	5724
2598453	5607
1759399	5520
1307	5253
1156431	5179
2819619	4897
28128	4532
78535	4275
1433513	4271
76860	4189
1328	4044
1343	3958
39491	3930
114528	3917
76123	3838
285729	3634
2993430	3165
2382163	3137
86332	3066
544580	3038
1305	3000
1234680	2944
1747	2925
33033	2896
1334	2689
28124	2628
29391	2570
2144175	2546
1902136	2540
282402	2468
59561	2415
131111	2383
712624	2379
178339	2311
1019	2263
257758	2220
837	2150
45634	2076
28127	2065
1314	1976
1338	1928
69823	1794
2576376	1738
2975349	1727
712471	1722
3038077	1708
2420310	1682
137732	1680
1675036	1523
907	1343
2801997	1342
712435	1323
726	1295
2133944	1282
1232428	1273
2093824	1268
165179	1260
2709403	1167
712710	1159
43768	1156
1017	1102
2794089	1096
162156	1051
204	1048
712310	1017
1884263	990
817	953
2763540	941
1496	933
445930	931
2789425	920
727	910
113107	895
712528	851
853	846
554406	830
77095	830
859	811
2708117	806
454154	759
158	753
712361	753
172042	736
1018	731
644007	703
69710	673
43765	666
109328	665
1522	664
712116	644
1718	642
131110	638
3022127	636
1352	635
46125	632
712362	609
2572088	606
2754044	600
3003601	595
1309	583
39950	576
1785996	576
1335	565
1501662	560
28113	559
589437	551
1661	547
824	545
33039	534
2763068	521
2913621	513
34105	503
33040	498
1624	491
1396	490
818	490
1351	490
2722820	480
2545799	476
361101	474
82348	465
1280	458
2518605	453
831	450
2420309	443
322095	431
3029272	428
2691580	427
166486	426
2913614	423
1916	419
327575	418
1655	417
712122	409
2702	404
2806552	402
2913616	397
66228	397
1329	397
3068634	394
157688	392
839	387
28188	386
2057800	385
2744574	379
29389	377
589436	376
1531	375
671211	371
157691	369
1261635	364
2583584	362
411486	361
52774	359
699041	358
357276	357
29347	356
1310	351
1888195	350
135079	347
2937774	347
675090	341
328813	340
2079536	334
1785995	334
657323	333
2954734	332
410072	330
487173	328
2598457	327
562	324
84030	321
103621	315
656366	314
2913620	311
573	308
2081702	308
3058373	305
1340	305
185007	302
28264	297
2763672	296
39488	292
823	290
154046	290
147802	286
1502	285
1667168	281
46507	278
88431	277
649756	273
820	272
1392	272
203	271
208479	270
301301	268
39486	267
3077723	266
29375	265
3028082	265
505	258
52771	256
1737424	255
1573823	255
1912897	254
1260	254
2563662	253
200	252
999183	252
2094151	251
3028070	250
33905	248
2518971	248
44008	248
2718	247
111015	245
821	244
1319	242
39485	240
3036302	239
28119	233
28111	228
1261634	227
33007	222
47671	222
45851	221
2733571	220
1828	218
712411	217
2758572	217
2763062	216
3095337	216
58231	214
1965590	213
2811781	213
1659	213
732	213
2820817	212
1912795	211
84112	211
1336	209
9	208
2591108	208
1243007	207
28901	207
595468	202
1750	201
