taxon	reads
47770	946581
9606	36767
712116	3917
2047	3811
1596	3526
1587	3485
544580	2708
1604	1992
2742601	1840
43768	1359
29466	1160
1303	872
2789425	718
1305	665
1584	549
33959	452
1590	438
1633	346
267818	340
1655	280
1579	276
729	276
172042	251
1747	225
1302	209
1598	178
1396	168
1597	167
1613	138
2107999	135
227942	122
1624	101
83683	90
227945	76
1600	74
1639	74
1313	66
1392	65
1218493	57
1280	55
492670	53
508451	50
1496	49
33038	45
151781	44
1428	42
1423	37
2993455	34
1351	33
2594495	32
109790	28
1610	27
2594494	26
2012495	24
303541	23
2976676	22
1452	22
1599	21
2144175	20
147802	20
1580	20
1314	20
2983211	19
2983232	19
1632	19
2049935	19
28901	18
2690380	17
2841656	17
1311	16
706438	16
47715	15
97478	15
2799681	14
2983208	13
1398	13
1308	13
1390	13
2983210	12
1589	11
2879107	11
1255	11
283734	11
1656	11
216816	10
1773	10
28038	9
573	9
228229	9
2594496	9
1720083	9
1254	9
1363	9
293387	9
1307	9
1623	8
853	8
1160	8
1163710	7
2096	7
1502	7
1352	7
2095	7
2583452	7
76853	7
1581	7
2698683	7
1619311	6
1282	6
2026186	6
195	6
1642	5
1661	5
671077	5
1406	5
423477	5
1603	5
1702238	5
267363	5
2983213	5
68892	5
1304	5
2057800	5
2292255	4
375175	4
3016050	4
2755559	4
2057798	4
44008	4
526944	4
82688	4
1247	4
60520	4
292800	4
1625	4
271881	4
3054208	4
2942204	4
1515	4
1582	4
2744574	4
2695882	4
1261634	4
37692	4
1359	4
1774216	4
29347	4
3028070	4
61624	4
51665	4
239935	3
2055160	3
712624	3
392416	3
336988	3
3029174	3
512298	3
2782163	3
1618	3
33964	3
1290	3
1670831	3
1717	3
113107	3
2697030	3
2708346	3
2969821	3
29394	3
296745	3
2963365	3
561879	3
1404	3
575200	3
131111	3
1545702	3
1659	3
103621	3
52774	3
111015	3
1218494	3
1622	3
380393	3
502394	3
738	3
263	2
623	2
38293	2
1245	2
1246	2
3025672	2
1605	2
1191912	2
63186	2
2269374	2
2099788	2
2321394	2
712122	2
3109565	2
2487118	2
1982626	2
1399	2
2086577	2
570278	2
3070678	2
285983	2
2419842	2
86663	2
2697569	2
399736	2
1402	2
260554	2
580165	2
51669	2
128944	2
13076	2
2751313	2
2485784	2
2708053	2
1511	2
418240	2
1796616	2
2934315	2
89153	2
1778678	2
79263	2
201828	2
70255	2
2041044	2
1297617	2
1534	2
467976	2
2102	2
40318	2
2811111	2
1805478	2
28025	2
1366	2
1310	2
315405	2
1501662	2
45634	2
1336	2
28037	2
2975349	2
2907624	2
2506420	2
176292	2
240427	2
51664	2
231049	2
33962	2
53444	2
38986	2
33923	2
217159	2
2714355	2
169435	2
1450	2
3028315	2
1379	2
1930546	2
63363	2
197	2
1118202	2
1653831	2
2020412	2
2746225	2
2099789	1
35787	1
3078805	1
44577	1
2775246	1
45243	1
754409	1
651561	1
1415657	1
497967	1
2835648	1
2692134	1
45254	1
1134405	1
456827	1
210	1
42109	1
163	1
159	1
155615	1
188913	1
2841264	1
936456	1
2020716	1
44250	1
373687	1
1178515	1
1393	1
3003229	1
1500254	1
3022697	1
2908840	1
241244	1
1817405	1
39778	1
248315	1
907	1
3095337	1
2377	1
2929490	1
3030639	1
214851	1
1550024	1
2780922	1
438033	1
236753	1
411486	1
641107	1
1970093	1
36839	1
394958	1
94869	1
1509	1
1491	1
3023090	1
154046	1
58138	1
1561005	1
1796620	1
2731377	1
1413	1
996558	1
1426	1
85683	1
2518176	1
45668	1
53344	1
985002	1
29385	1
46127	1
29378	1
28035	1
1292	1
1288	1
170573	1
71237	1
1906272	1
1306526	1
49283	1
102134	1
863643	1
1871021	1
1261635	1
166486	1
410072	1
185007	1
2709410	1
208479	1
1653434	1
433296	1
3114296	1
129958	1
2796927	1
31909	1
1648	1
1514105	1
2589818	1
2683680	1
1071078	1
1408	1
2728853	1
1471	1
2831673	1
1482	1
3047874	1
33940	1
129338	1
189381	1
2963940	1
228899	1
450367	1
79880	1
2598861	1
2933872	1
2944914	1
2735723	1
72026	1
33033	1
3070999	1
1556	1
2507161	1
45497	1
3070995	1
338645	1
1851395	1
2789424	1
1354	1
33945	1
2230878	1
167972	1
178214	1
87458	1
64104	1
1405	1
659243	1
96241	1
1648923	1
2763540	1
2737173	1
2560010	1
2057743	1
1852377	1
675090	1
461393	1
1660	1
3059028	1
190146	1
595468	1
43675	1
2991715	1
683042	1
472569	1
702967	1
2778078	1
2675216	1
1862358	1
1783348	1
2759692	1
3077723	1
2576376	1
1328	1
1338	1
684066	1
2173853	1
1346	1
1156431	1
1329	1
1309	1
1811193	1
82348	1
1358	1
33010	1
1285901	1
546871	1
77635	1
2702	1
2078691	1
2903562	1
1871022	1
604330	1
33871	1
84112	1
2884263	1
2683967	1
3066320	1
35768	1
2098	1
1244	1
2940300	1
152331	1
1138822	1
1249	1
759620	1
2714949	1
2940302	1
293371	1
148814	1
47493	1
104955	1
1601	1
1606	1
57037	1
2100821	1
1607	1
155894	1
120962	1
3003348	1
167964	1
3038979	1
2509675	1
52022	1
332249	1
505341	1
244366	1
1463165	1
562	1
2971264	1
592316	1
180957	1
666	1
668	1
393765	1
654	1
470	1
34021	1
380	1
