taxon	reads
47770	705781
165179	60142
821	51544
9606	47466
46503	20526
1280	18821
823	14979
729	12610
28037	10763
28116	9951
853	9190
2714355	5739
2755405	5237
338188	5017
39491	4437
371601	4299
1773	4206
328813	4183
29382	4010
674529	3930
2528203	3785
1587	3693
2792859	3677
2763672	3638
1313	3587
46506	3452
2742601	3414
817	3343
726	3173
292800	3118
820	2926
818	2791
78331	2780
28118	2687
1303	2523
2807624	2519
2929494	2459
1547448	2396
43768	2244
39485	2235
357276	2134
626932	2129
2929492	1989
1604	1952
2109687	1918
727	1912
2929488	1798
1379	1771
2929493	1722
137732	1603
2585119	1354
2093857	1225
544580	1170
461393	1086
2108523	1080
2518605	1054
1433513	1050
29466	1044
28132	1012
267818	997
454154	973
2785531	907
2819619	900
2610895	883
2718	845
411483	791
166486	788
556259	771
712310	717
1472416	717
387090	657
33039	644
2763022	624
210	590
1177574	576
2847299	547
2598453	546
74426	545
267212	541
2993430	532
1550024	531
1309	528
2585118	523
40545	516
1305	514
1633	507
824	505
487173	468
410072	445
1660	444
2494234	437
3030639	436
257758	432
1584	413
2478954	404
712116	389
2929495	385
28135	380
1018	379
301301	378
2650158	373
39496	365
2929489	364
47678	360
157687	356
199	343
88431	335
214856	320
28111	319
2682456	318
1655	316
2714358	313
33959	309
2929491	303
2789425	301
39777	293
178339	291
169435	290
162156	290
1747	276
28901	270
2929490	270
39486	265
1302	264
1288121	263
1304	258
28131	254
76857	250
1472417	247
291644	240
1297617	237
712435	232
2951805	231
43675	220
1318	217
2162637	209
1579	208
1982626	202
712122	197
2714353	196
1590	146
1597	134
1598	133
33038	124
2972761	122
2836367	114
985002	113
1613	91
227942	90
2799681	82
2836364	80
1596	77
1624	76
2836366	70
83683	69
1796613	66
2715212	65
1654388	63
1396	63
227945	55
2650157	52
1600	52
1218493	42
2846289	42
1496	39
1282	35
1314	31
2025876	30
508451	30
1392	29
1428	29
1351	27
492670	27
291645	27
2954548	27
1639	26
151781	25
1423	24
2983211	24
2594494	23
2594495	23
308354	22
109790	22
2846298	21
290053	21
2954552	21
1290	20
1311	20
1307	18
45972	18
28035	17
28113	17
329854	16
1610	16
2983232	16
97478	16
1308	15
214473	15
147802	14
246787	14
28119	14
303541	14
1632	14
1580	13
2976676	13
387661	13
2012495	13
328812	13
2144175	13
29388	13
283734	12
1599	12
1288	12
573	11
1398	11
29385	11
706438	11
3117552	11
2685834	10
1255	10
1283	10
2983210	10
376805	9
2583589	9
1452	9
1293	9
47715	9
170573	9
3077584	9
1902136	9
1286	9
2879107	8
1623	8
712633	8
2972784	8
293387	8
29380	8
1284	8
2049935	8
33028	8
1390	8
1352	7
228229	7
562	7
46127	7
1292	7
3020908	7
29378	7
2107999	7
76859	7
2095	7
2026186	7
3098076	7
2576376	7
1305738	7
155615	7
70258	6
201828	6
1661	6
1160	6
477666	6
113107	6
423477	6
1363	6
1502	6
657323	6
1254	6
1163710	6
1619311	6
1589	6
1955013	5
3051183	5
94138	5
1705617	5
1642	5
76853	5
1316593	5
2759692	5
29347	5
2975349	5
1336	5
216816	5
851	5
195	5
28038	5
2583452	5
45634	5
671077	5
1720083	5
684066	5
2912228	4
586733	4
29379	4
2983208	4
1603	4
1888195	4
1702238	4
1334	4
328814	4
1625	4
3054208	4
267363	4
1656	4
60520	4
2698683	4
1618	4
1341	4
2664091	4
3016050	4
68892	4
1406	4
2976812	4
2929481	4
61624	4
1281	4
2993455	4
738	4
2892440	4
2094151	3
2942204	3
1404	3
2781774	3
1545702	3
46126	3
747	3
728	3
3028070	3
526944	3
649756	3
1670831	3
37692	3
1774216	3
2148	3
44008	3
1622	3
33964	3
336988	3
1581	3
1247	3
575200	3
197	3
271881	3
1346	3
89014	3
2697030	3
418240	3
39488	3
2799680	3
53344	3
2583989	3
249188	3
246432	3
239935	3
714	3
544645	3
1217282	3
2782163	3
512298	3
502394	3
1338	3
1501662	3
1111760	3
712623	3
2096	3
3038077	3
2708346	3
1796620	3
1261634	3
13076	2
3022697	2
1912064	2
2930131	2
1778678	2
36874	2
1463165	2
730	2
70255	2
2086577	2
732	2
3070678	2
570278	2
38293	2
63186	2
1191912	2
1653831	2
28251	2
45254	2
1118202	2
538949	2
2780922	2
400065	2
1310	2
208479	2
1329	2
1825069	2
1326	2
1814128	2
1811193	2
712624	2
2021971	2
33923	2
2098	2
29384	2
61015	2
29391	2
2282419	2
86663	2
1402	2
305719	2
28128	2
3029174	2
176292	2
411486	2
52694	2
1817405	2
3028315	2
1450	2
2055160	2
217159	2
1328	2
214851	2
2934315	2
1717	2
131111	2
2697569	2
1805478	2
40318	2
128944	2
467976	2
2102	2
51669	2
1359	2
1156431	2
89153	2
2763062	2
1796616	2
33035	2
29394	2
263	2
470	2
63363	2
2695882	2
3068894	2
2485784	2
2944914	2
2963365	2
1960083	2
111015	2
33962	2
3025672	2
40542	2
375175	2
2292255	2
2020412	2
47493	1
358	1
380	1
1608628	1
3078805	1
2740405	1
712361	1
1785996	1
3058373	1
109328	1
157688	1
157691	1
1134405	1
2883998	1
244366	1
61645	1
208224	1
2971264	1
283686	1
3037258	1
651561	1
3103144	1
1415657	1
497967	1
1356852	1
2747268	1
2692134	1
1850526	1
1965590	1
1501392	1
45243	1
2708117	1
2775246	1
2746225	1
754409	1
1265445	1
2025492	1
1393	1
1930546	1
2908840	1
241244	1
2093856	1
837	1
2518971	1
472569	1
84757	1
28025	1
77635	1
2702	1
2684469	1
2078691	1
2975924	1
2744574	1
2755559	1
3059028	1
595468	1
33010	1
630515	1
546871	1
674079	1
2675216	1
1783348	1
2907624	1
675090	1
2057800	1
2560010	1
1659	1
2722820	1
2507161	1
45497	1
338645	1
53376	1
1795032	1
702967	1
2778078	1
2754725	1
31909	1
2751313	1
39778	1
248315	1
2682455	1
3095337	1
2377	1
100886	1
37734	1
53345	1
2708053	1
433296	1
3114296	1
1511	1
129958	1
2796927	1
2173853	1
1917441	1
1343	1
29389	1
82348	1
1366	1
46124	1
2060307	1
2293571	1
2811111	1
33871	1
604330	1
84112	1
2884263	1
2683967	1
295596	1
3020829	1
1759399	1
985762	1
1294	1
2044912	1
1295	1
522262	1
155085	1
3003348	1
167964	1
3038979	1
2509675	1
52022	1
1005039	1
1839799	1
3077723	1
1349	1
2781599	1
38986	1
216942	1
35768	1
2118	1
155894	1
120962	1
1261635	1
1322	1
40520	1
2479767	1
1871021	1
1653434	1
2763669	1
185007	1
1520	1
1509	1
2576307	1
3023090	1
1561005	1
2731377	1
102134	1
863643	1
236753	1
1515	1
1970093	1
1491	1
394958	1
94869	1
1534	1
1529	1
2589818	1
2851015	1
2842457	1
1071078	1
1408	1
561879	1
2610896	1
2763056	1
1296	1
71237	1
3136731	1
1785995	1
580165	1
659243	1
260554	1
1648923	1
1306526	1
1536772	1
2020716	1
1178515	1
373687	1
79263	1
2969821	1
87458	1
589437	1
2913621	1
454155	1
76123	1
296745	1
2518176	1
129338	1
1906272	1
392416	1
231049	1
51664	1
148814	1
2506420	1
77095	1
28125	1
52227	1
82688	1
53444	1
240427	1
1249	1
759620	1
2714949	1
293371	1
1193095	1
159	1
2820817	1
2911527	1
753	1
85402	1
85404	1
1796644	1
826	1
285983	1
228899	1
85683	1
1583098	1
2663009	1
188913	1
42109	1
163	1
189381	1
2963940	1
2419842	1
2831673	1
1426	1
79880	1
1397	1
1413	1
592316	1
59814	1
1891675	1
1922217	1
180957	1
666	1
1471	1
3047874	1
28449	1
34021	1
2841264	1
936456	1
1547	1
1522	1
2487118	1
33033	1
654	1
1903694	1
91844	1
2686358	1
1763536	1
393765	1
282217	1
1815583	1
564	1
1601	1
1605	1
1606	1
57037	1
2100821	1
668	1
648	1
285729	1
380393	1
1245	1
1246	1
1244	1
152331	1
2778911	1
505341	1
