taxon	reads
9606	80611
1379	66576
487	50994
727	35075
1328	22715
562	18666
28037	15947
1313	14288
1522312	13820
43675	11724
1304	10351
28131	7358
851	6597
1318	6491
2993430	5683
732	5188
39777	5159
2682456	4909
28132	4886
1660	4676
729	4049
726	3810
1303	3698
423477	3544
2682455	3399
486	3363
1177574	3185
485	2957
257758	2821
76860	2646
33033	2595
3059028	2527
1338	2324
1280	2143
39778	2128
3098076	2046
2807624	1967
2819619	1936
2598453	1570
1433513	1551
1018	1511
84135	1467
2937985	1448
3077584	1441
2610896	1429
199	1404
29391	1382
76859	1351
3059030	1307
712633	1304
2975324	1286
46124	1268
29466	1239
470565	1238
3098075	1168
157687	1144
504	1110
2663009	1106
28449	1016
1773	990
1307	989
1308	913
483	894
2972784	846
735	844
712623	826
2420310	734
2759692	726
623	677
76857	676
78331	667
539	657
203	651
1343	630
2899133	613
158	582
684066	558
1747	557
68892	537
2490855	537
69710	536
490	533
28133	532
114527	524
102148	515
155615	493
1334	488
1311	464
28901	440
1305	434
1302	425
1839799	424
484	397
2954545	388
712435	382
712310	359
671211	349
2816952	332
197575	330
76123	329
712116	306
2954513	302
137732	280
488	279
1852377	268
712538	266
2972775	257
58231	248
1902136	245
1759399	243
712357	239
45634	238
495	231
1156431	228
2047	220
544580	212
621	153
1314	149
208962	121
573	119
78535	111
622	98
564	84
113107	72
2598457	71
1583098	65
2836364	62
285729	62
1499973	60
2742647	55
2044467	48
158836	44
2490633	44
624	40
546	38
2420309	30
33040	29
641148	25
33053	24
2912188	24
2509664	24
985002	23
2576376	22
1329	22
2836366	22
492	21
1234680	20
3038077	20
2725997	20
712624	19
2840371	19
83655	18
208224	17
1814128	17
2509662	16
2975349	16
860	16
1336	15
3077590	15
1463165	15
496	15
1654388	14
1853278	14
2382163	14
29389	14
57706	14
2666100	13
747	13
82348	12
1888195	12
1310	12
1351	12
545	12
2742661	12
248315	12
1871109	12
194197	11
2709396	11
61645	11
655307	11
1853276	11
67825	11
1392	11
2173853	11
1340	11
1931275	10
315405	10
550	10
539813	10
35703	10
1326	10
149016	10
1346	10
158822	9
267212	9
29394	9
2781599	9
1352	9
571	9
244366	9
2763068	9
34062	9
1470200	9
632	8
208223	8
1639133	8
1349	8
67824	8
2509666	8
1341	8
361101	8
2664091	8
400065	7
1643513	7
3139408	7
2500542	7
714	7
249188	7
548	7
881260	7
1309	7
3077723	7
299767	7
61648	7
1812935	7
1815583	7
326522	7
2971264	7
2748316	7
1851514	6
109328	6
1428	6
181655	6
51288	6
2815358	6
607711	6
54736	6
308354	6
2021971	6
1811193	6
1316593	6
28091	6
3031919	6
1134687	6
730	6
1283	6
1705617	5
1348	5
1501662	5
2546350	5
2562449	5
2742624	5
2891570	5
3020829	5
28141	5
54291	5
45972	5
738	5
1288	5
566	5
1334193	5
563	5
254785	4
2851540	4
1702170	4
2153354	4
2993656	4
283734	4
750	4
1563222	4
109472	4
1335	4
1345	4
1496	4
2579935	4
61646	4
1390	4
2912675	4
3028082	4
554406	4
157688	4
856	4
2686210	4
470	4
1785996	4
703	4
1972431	4
493	4
82977	4
565	4
61647	4
1290	3
2742676	3
33028	3
29388	3
326523	3
497725	3
551989	3
3070999	3
1259973	3
28038	3
2742627	3
1624	3
1825069	3
2067958	3
669502	3
2866570	3
2742675	3
57975	3
712150	3
67827	3
2049935	3
2681307	3
1163710	3
2479367	3
3110110	3
1423	3
138074	3
379893	3
3028083	3
150055	3
102886	3
221027	3
1405	3
859	3
2047724	3
2902622	3
2708117	3
1117645	3
2026186	3
850	3
3028084	2
1659192	2
102684	2
2749432	2
1940319	2
3060513	2
157691	2
45243	2
712362	2
2320868	2
712361	2
3058373	2
615	2
1019	2
589436	2
1398	2
186490	2
62322	2
652716	2
198252	2
28125	2
28129	2
2794089	2
42422	2
586733	2
214473	2
29385	2
45363	2
2967301	2
255519	2
580	2
146819	2
1158459	2
1005665	2
3073902	2
584	2
9	2
582	2
2898725	2
1646340	2
1780	2
55213	2
1768	2
2681308	2
2870346	2
29380	2
607712	2
1296	2
2494701	2
1805478	2
1292	2
3051183	2
29382	2
2027919	2
2500132	2
67828	2
75985	2
2820817	2
2777957	2
2980557	2
1748967	2
1056807	2
2492396	2
337	2
1282863	2
69218	2
2529381	2
2478464	2
2976431	2
577	2
1354	2
2026240	2
54005	2
84377	2
433286	2
1590	2
2698683	2
2778911	2
47770	2
153493	2
837	2
59310	2
1229621	2
1287640	2
197614	2
1358	2
2545799	2
28198	2
204	1
28197	1
589437	1
454155	1
322095	1
818	1
2479767	1
166486	1
39488	1
168384	1
2173034	1
2708053	1
40091	1
2931922	1
617123	1
1532	1
143	1
57863	1
591154	1
881	1
313985	1
713030	1
158847	1
28199	1
1315211	1
603050	1
2321133	1
2067065	1
2809020	1
1245	1
1598	1
1613	1
1597	1
1720083	1
3109030	1
1587	1
33959	1
147802	1
1579	1
1599	1
731	1
44009	1
2738	1
1796644	1
718	1
51161	1
157339	1
47735	1
221402	1
1443036	1
2489010	1
1439319	1
1573676	1
178214	1
2969821	1
97481	1
85404	1
728	1
762	1
1160784	1
753	1
13373	1
576610	1
34073	1
1842537	1
3039386	1
505	1
61	1
1689272	1
67826	1
2725560	1
3104013	1
2866201	1
885040	1
2071710	1
3029761	1
2923366	1
575	1
2792979	1
82135	1
1286	1
74706	1
46126	1
2282419	1
2044912	1
71237	1
1955013	1
246432	1
1284	1
155085	1
53344	1
640030	1
1912064	1
1529	1
1534	1
3029174	1
76335	1
2995413	1
2967302	1
3004105	1
29556	1
2130	1
2725268	1
3038979	1
2754725	1
1920	1
348043	1
216816	1
134287	1
3077956	1
2871826	1
1594731	1
82989	1
2067959	1
2986951	1
283686	1
2714951	1
65700	1
3026967	1
180957	1
554	1
61652	1
33060	1
630	1
592316	1
472693	1
553	1
549	1
1177216	1
1987921	1
1081631	1
1505757	1
158877	1
461393	1
675090	1
1655	1
1305738	1
1764	1
161899	1
1547	1
3047030	1
2886936	1
2711328	1
98671	1
76862	1
706438	1
1498	1
1738647	1
53442	1
2811778	1
375929	1
2806552	1
1522	1
1475485	1
1471761	1
36745	1
238834	1
182773	1
261965	1
1002672	1
282402	1
263	1
777	1
1592897	1
1033854	1
1675689	1
2518994	1
287	1
316	1
669	1
670	1
672	1
650003	1
38293	1
569	1
636	1
158841	1
480	1
674529	1
821	1
823	1
1397	1
1230341	1
1911587	1
1406	1
2921460	1
1178515	1
3003229	1
1639	1
1714840	1
2086577	1
279826	1
1407	1
2651284	1
1193713	1
1221500	1
492670	1
1648923	1
2709784	1
2499213	1
293387	1
33940	1
129338	1
2068654	1
1396	1
106649	1
108980	1
2764326	1
10506	1
28200	1
57029	1
1239415	1
2487063	1
2995161	1
3093922	1
76594	1
1888890	1
574710	1
76832	1
1111760	1
195	1
2996794	1
712368	1
