taxon	reads
147802	814462
109790	323736
9606	47200
47770	6163
2057741	4519
87541	3076
562	2376
1598	1870
1280	1782
329	1718
2082387	760
1587	690
82135	560
88688	471
2702	469
2823693	465
69666	330
2842456	322
3014784	314
1325120	308
884684	289
155892	279
1679497	274
2708539	267
1747	247
2010972	246
3015996	234
284016	230
3140247	218
3016000	216
3015177	207
1351	203
28901	195
2782609	193
3140244	178
3140245	172
29448	170
1352	166
69395	153
2903901	153
244734	144
1355477	142
105219	131
2748629	131
1404443	124
1325100	118
37734	116
33959	114
90060	113
382	111
69665	109
1354	109
587753	109
1604	99
623	95
1310165	90
83637	88
2880934	88
1566379	86
2201350	85
1311	84
564	81
190721	79
1596	79
821	79
28116	77
578234	76
293	72
1419277	71
3034676	66
588932	63
1404429	62
3036303	62
3122075	61
1392	55
1197460	53
78331	52
305	51
45634	50
1320552	50
1404411	48
1260	47
1312364	46
172043	45
3024245	44
1624	44
2782665	44
820	43
2102	43
3139728	39
41276	38
280333	37
13689	37
28132	36
10665	35
2782655	35
470565	34
1437360	34
246787	34
38304	34
2976822	33
2571749	33
1532555	32
3080015	32
375	31
3021811	31
2861285	30
1308	30
3139729	30
729	29
3015997	29
2949630	27
43768	27
2774189	26
2954771	26
1328	25
3015999	25
1218494	25
74313	25
912	25
93064	24
1313	24
2782641	24
199	24
1325083	24
2811778	24
2774190	23
858423	23
2992140	22
2917991	22
399176	22
1325724	22
1660	22
54005	21
649161	21
2682456	21
1639	21
2591463	21
1938607	21
1404864	20
1938605	20
1613	20
2899123	20
1076	20
1177574	20
213418	20
28037	20
2560058	19
2561924	19
78587	19
39491	19
69	19
3038772	18
3068314	18
2885079	18
29466	18
2800818	18
1415630	17
622	17
1325095	17
1404768	17
2752515	17
3059028	17
46503	17
2865838	17
13688	17
45656	16
3059027	16
43765	16
147645	16
3056648	16
283734	16
397260	16
2590772	16
2995143	16
818	16
3144104	16
2710758	15
223390	15
151416	15
1579	15
3080013	15
439387	15
3039159	15
2983211	15
164546	15
2840468	15
13160	15
1584	15
2528964	15
40324	15
2093857	14
39777	14
553	14
337	14
1428	14
34073	14
40137	14
3036300	14
1327635	14
39485	13
33034	13
384	13
657642	13
288000	12
28097	12
165435	12
3049772	12
1648	12
2202826	12
373	12
529	12
121719	12
2815360	12
1619311	12
287	12
1777867	12
1789224	12
2579977	12
1303	12
423477	12
29442	11
2560053	11
74329	11
3018446	11
1658665	11
3029272	11
3144925	11
3064278	11
1282	11
2979467	11
352475	11
3114367	11
39778	10
621	10
31998	10
3095608	10
267818	10
2792979	10
702967	10
2686094	10
40214	10
114615	10
858422	10
2593653	10
722472	10
270351	10
1774	10
2508722	9
46506	9
1363	9
3068633	9
2903960	9
46507	9
1366	9
2060312	9
108981	9
435897	9
13690	9
115808	9
3039158	9
2903806	9
1335043	9
158836	9
3016636	9
2082188	9
1286	9
2831780	9
376	9
2597515	9
68895	9
44009	9
47716	9
2782654	9
67352	9
419475	9
745310	9
3081222	9
1526658	8
84159	8
2025349	8
1609977	8
82633	8
80866	8
28450	8
135719	8
44255	8
2956833	8
2493679	8
1325090	8
380	8
1868589	8
2782662	8
1911587	8
2663009	8
160791	8
2898442	8
2562582	8
751585	8
128780	8
43675	8
2973977	8
1597	8
2898433	8
190148	8
2898149	8
817	8
214856	8
853	7
1961362	7
1223566	7
2782659	7
171284	7
3080014	7
652716	7
2098	7
33051	7
1304	7
649756	7
28449	7
357276	7
2975673	7
2782643	7
3080012	7
3039155	7
1750527	7
2896849	7
1541170	7
2795216	7
2744519	7
2202828	7
2267699	7
2744515	7
1384459	7
208962	7
1702325	7
2015316	7
426	7
2009329	7
166486	7
931866	7
286727	7
2991972	7
2865839	6
87883	6
28127	6
1789672	6
1496	6
627192	6
151783	6
2220096	6
1423	6
1936	6
574727	6
2899133	6
3039154	6
1325112	6
1332080	6
37331	6
2883100	6
1314	6
3114300	6
1813879	6
2559073	6
3017781	6
2681549	6
1061	6
120107	6
2778070	6
273678	6
2840474	6
1437009	6
3029274	6
2864102	6
269660	6
1833	6
1894999	6
2065378	6
1325115	6
2493678	6
1549949	6
1404741	6
106592	6
204525	6
3095343	6
1336	6
207340	6
2840469	6
2854389	6
56458	5
2972485	5
1160721	5
2872652	5
2219696	5
1545044	5
1917485	5
1302	5
1318	5
2847299	5
47678	5
1892855	5
59779	5
3039386	5
217203	5
1359	5
1590	5
2975778	5
29556	5
1270	5
2047	5
33050	5
2026624	5
2711156	5
3039153	5
267128	5
362257	5
28090	5
1775881	5
2911538	5
3028735	5
28104	5
39687	5
536018	5
2725666	5
648995	5
114616	5
1940610	5
1482074	5
74318	5
1434191	5
2047724	5
2816248	5
2202825	5
2728851	5
1034889	5
148447	5
1402135	5
2763672	5
2490855	5
3109595	5
2726189	5
171437	5
319017	5
558541	5
101571	5
2487072	5
3098076	5
2004710	5
151781	5
508451	5
80867	4
80878	4
1943633	4
2735554	4
311180	4
569860	4
236753	4
682998	4
3018036	4
48935	4
1176536	4
488729	4
95486	4
652764	4
492670	4
2970925	4
2742128	4
528244	4
2599297	4
2071607	4
1560345	4
424800	4
463040	4
304378	4
2759692	4
3065910	4
29449	4
2995138	4
2728021	4
2718938	4
358	4
2020312	4
3036302	4
1561	4
2789425	4
2601898	4
146819	4
2975745	4
1867715	4
225298	4
2709380	4
87	4
2108399	4
1873716	4
2968500	4
2547601	4
573	4
2029849	4
2055955	4
61645	4
2094021	4
1528099	4
2907545	4
2759707	4
1296	4
3038546	4
686597	4
48296	4
416169	4
708113	4
2925842	4
2933562	4
2282738	4
3027225	4
1084	4
1042	4
2829500	4
226910	4
223967	4
2967130	4
2736875	4
1274631	4
314722	4
1619308	4
38284	4
1030157	4
2950605	4
1517554	4
39645	4
33889	4
2596913	4
712633	4
2820002	4
3078265	4
102148	4
76857	4
2879107	4
2976004	4
76859	4
2587847	4
1387353	4
97478	4
371601	4
983544	4
1777866	4
1523415	4
1176649	4
381	4
47715	4
29394	4
1622118	3
2654248	3
1225128	3
2051553	3
410	3
1515612	3
2511995	3
1866325	3
3114537	3
2821543	3
2202827	3
1763828	3
2762729	3
570505	3
1663591	3
39956	3
2744517	3
2823043	3
2762748	3
1890	3
68270	3
54571	3
40318	3
3016006	3
33900	3
2758041	3
34062	3
478	3
2112	3
2906072	3
2719119	3
239935	3
470	3
2871820	3
2781901	3
2929799	3
666685	3
1235591	3
2576891	3
2570229	3
29573	3
1177712	3
1325111	3
111831	3
2782678	3
216816	3
1871050	3
1813468	3
2978974	3
2898441	3
35806	3
615	3
41202	3
2854260	3
47878	3
39960	3
1463165	3
2609257	3
2600159	3
827	3
1945662	3
178214	3
2771430	3
2975720	3
2903638	3
3119830	3
184748	3
2419774	3
353	3
34018	3
65741	3
303	3
2762576	3
408	3
301	3
3030639	3
3118752	3
2602015	3
2651334	3
2929494	3
1325102	3
1600	3
1404	3
255045	3
2801335	3
475937	3
83683	3
56	3
1404367	3
879274	3
2995304	3
2587852	3
1521768	3
3100173	3
3081204	3
