taxon	reads
147802	548363
9606	54484
47770	26480
562	15794
109790	10486
1313	9009
1774	8308
28037	6238
1311	4601
1303	4118
134821	3028
1280	2320
2742601	2252
1328	1837
1596	1271
2993430	984
46507	960
87541	815
257758	814
2420310	773
2598453	754
2819619	684
1433513	595
1379	586
3077584	574
2420308	571
28125	518
1773	428
1747	401
1260	332
29394	319
1633	309
1870984	302
1282	301
623	267
1334	263
36809	243
28901	227
712633	225
1352	224
1351	197
78331	194
2420309	161
1496	113
621	110
573	109
564	105
208962	97
1314	96
2799681	86
622	77
1587	64
2107999	61
1428	57
1307	56
1579	53
1396	52
1499973	52
2702	51
1354	51
1308	48
2130	47
1392	45
45634	42
2044467	36
1639	34
1604	34
492670	30
33959	29
546	28
1584	28
44009	27
57706	26
283734	25
624	21
2102	21
158836	21
1423	18
2792979	18
1597	18
2983211	17
2690380	17
1613	17
1302	16
2725997	16
2098	15
1624	15
208224	14
2993455	14
113107	14
2975349	14
2576376	14
1390	13
2751	13
2742624	13
1501662	13
76860	13
985002	12
1452	12
83655	11
1598	11
44008	11
1338	11
1902136	10
2509662	10
1639133	10
267818	10
2681309	10
1654388	10
82348	9
400065	9
1348	9
1748967	9
1600	9
1590	8
539813	8
2891570	8
54291	8
1304	8
149016	8
68892	8
1522	8
54736	7
61646	7
3031919	7
1520670	7
299767	7
571	7
1463165	7
1336	7
2562449	7
102886	7
2972784	7
158822	6
3029274	6
1329	6
1346	6
1305	6
508451	6
563	6
315405	6
1334193	6
1296	6
1283	6
2897181	6
1005665	6
33040	6
3038077	6
1326	6
67827	6
1580	6
2997336	6
1254	6
208223	5
413497	5
881260	5
3050383	5
76857	5
67824	5
1234680	5
1318	5
2742675	5
1561	5
1218493	5
2490633	5
197614	5
684066	5
1309	5
2942204	5
1134687	5
2675726	5
1404	5
35703	5
1814128	5
3029272	5
1349	5
29556	5
61648	4
126385	4
379893	4
2579935	4
2153354	4
2759692	4
296745	4
61645	4
1920110	4
1811193	4
548	4
550	4
2971264	4
1563222	4
1573676	4
3003229	4
2598457	4
1341	4
1940319	4
712624	4
3127115	4
2940300	4
51663	4
227942	4
