taxon	reads
729	92498
28037	78854
1303	41976
43675	40026
1313	34478
544580	25747
29466	24622
712116	22958
199	22169
1302	20129
9606	17900
1379	13291
76857	11142
2819619	10407
28449	9924
28132	9601
1305	8976
1655	8550
2820817	8176
2663009	8086
1660	7979
43768	7348
490	6848
1433513	6455
1017	6431
2682456	6173
1318	6044
2789425	5687
2047	5399
423477	4792
2598453	4785
46124	4454
2993430	4386
1304	4000
1019	3952
29391	3938
712633	3763
257758	3521
47671	3479
3077584	3446
726	3262
2682455	3131
1177574	3112
727	3096
470565	3083
2975349	3050
76859	2977
2972784	2836
712623	2808
45634	2790
712624	2770
2708117	2552
2759692	2428
2545799	2369
327575	2350
172042	2332
39777	2271
68892	2235
2490855	2187
39778	2112
157687	1986
84135	1901
461393	1879
3038077	1671
712150	1525
28116	1469
28133	1443
2866570	1442
78535	1440
851	1402
1902136	1372
739	1344
1747	1343
1759399	1326
732	1302
488	1290
712357	1242
208479	1220
1018	1193
505	1176
2576376	1143
821	1121
3098076	1057
860	1048
712362	1046
76860	978
33053	975
1328	974
2610896	971
1656	954
3059028	940
539	918
554406	917
3098075	848
712435	846
155615	846
712310	817
1156431	793
487	788
818	759
1659	758
2899133	717
1343	716
2972775	709
3077590	671
1308	665
28131	624
562	606
824	599
1338	597
735	595
1583098	595
495	580
1316596	569
617123	550
204	549
1531	548
712122	542
1307	528
1871109	490
684066	487
1314	485
1311	475
1234680	463
46125	462
114527	440
3077723	437
109328	425
484	419
1852377	398
2420310	382
2382163	362
28129	357
102148	340
28135	337
157692	334
3059030	325
285729	313
157688	310
853	309
214856	302
267212	299
69823	294
823	290
1496	288
47678	283
28137	282
2975324	277
113107	273
154046	270
712538	268
249188	267
178339	267
712710	261
2162637	259
1056807	247
502	235
1839799	235
485	231
1796652	225
2093857	212
3058373	207
1705617	207
1160721	201
713030	194
706438	142
1334	128
2420309	107
28901	99
1319	53
1336	38
486	37
573	31
2844383	31
1392	30
632	30
1428	28
371601	27
1396	27
1501662	26
671211	26
747	25
52774	25
248315	24
1345	23
1351	22
