taxon	reads
199	207551
28132	201097
729	163220
2663009	153880
28449	118281
1177574	110240
9606	89931
470565	83603
39777	79095
157687	76226
28137	51859
652716	45770
28133	43574
28131	33468
33053	33420
423477	32716
2972775	29381
712538	28929
1318	24844
860	23507
1304	22249
712633	22247
2682455	21061
2682456	21050
713030	20003
1019	18940
1017	17978
2899133	17269
43675	15790
1871109	15558
589437	14107
1280	14073
327575	14036
2545799	13976
3077584	13700
712435	13151
76857	12624
490	12135
712362	11496
84135	11308
488	11174
2490855	11058
249188	10368
3077590	10187
39778	10157
29466	9369
484	8990
487	8499
69823	8434
712357	7774
712623	7437
1660	7386
2955512	7308
102148	7236
2972784	7018
76859	6601
2759692	5706
712361	5579
1303	5429
46124	5070
28037	4813
3059030	4510
28129	4303
68892	4229
617123	3907
28128	3887
28135	3865
851	3649
1313	3613
3118470	3423
157691	3217
3059028	3199
2708117	3139
1018	3045
28125	2781
204	2779
1583098	2694
837	2631
726	2604
727	2469
589436	2453
486	2365
2841264	2066
109328	2009
1379	2008
1852377	1997
1884263	1988
712528	1975
485	1909
495	1866
113107	1805
3098076	1794
2610896	1786
2975324	1696
1316596	1673
3098075	1665
28127	1556
735	1531
712471	1524
712368	1519
483	1465
712710	1437
1785996	1392
40542	1350
114527	1311
1328	1308
2598453	1258
282402	1222
712310	1198
248315	1161
496	1160
76123	1149
2937985	1119
2954513	1115
155615	1099
1308	1088
2754044	1011
1382	971
135079	962
1759399	899
285729	856
165179	839
1156431	827
1839799	821
39491	788
641148	778
732	762
157688	738
684066	720
2954545	713
69710	691
2819619	652
2993430	648
3058373	626
1305	625
1311	618
2583584	609
1302	585
2576376	578
257758	566
1433513	561
1314	559
76860	545
554406	542
1705617	541
52227	540
2420310	538
818	511
162156	490
203	475
718	475
33033	469
322095	466
2801997	463
1234680	461
29391	451
58231	444
2382163	435
28124	428
1902136	415
2820817	390
859	381
1343	375
1316593	370
137732	353
1056807	349
1336	342
36874	339
77095	338
172042	336
2133944	329
2563662	323
120682	322
28113	322
28123	322
2836367	321
867595	315
2497989	301
189834	287
28112	287
52773	286
2709396	282
1643513	281
817	280
2975349	279
2093824	276
305719	273
1244531	268
72	268
2691580	259
823	257
1643512	256
1307	252
1032243	251
3095337	247
1853276	247
715	245
45634	245
2913614	243
2666100	242
739	242
2748316	242
2763068	241
2913621	236
1853278	226
1539298	223
712624	223
2518605	221
3003601	218
43768	215
492	213
326522	211
158	208
46506	208
544580	208
28116	207
3038077	207
747	207
2913616	207
821	205
28119	203
2572088	203
539	202
839	200
85404	197
2912188	196
1659192	194
1334	192
1338	192
657323	191
28188	190
640030	185
85402	184
1340	182
86332	181
2866570	175
884684	170
89014	168
75985	168
1655	162
157692	162
454154	161
2847299	160
166486	160
820	158
2770636	158
328813	157
1585976	155
1660063	153
2937774	153
45243	152
831	152
738	151
34085	151
1496	151
502	150
1470200	150
2913620	142
111844	141
655307	141
376805	139
397865	137
504	137
1965590	137
114528	130
39488	129
1243007	129
2563665	128
2094151	126
411486	126
410072	125
1260	123
714	123
562	121
254839	121
28091	120
730	120
538949	118
1502	117
28901	115
2836366	114
2606626	114
46125	114
649756	114
387090	113
2518971	112
1573823	111
1520	110
267212	108
200	107
1785995	107
712150	106
411483	106
29347	105
853	104
393921	104
1491	102
61592	102
716	101
454155	101
291644	101
1309	100
47735	100
357276	98
39485	97
46503	97
371601	96
1796646	95
47671	93
2047	93
33039	92
187101	91
28111	90
246787	90
51049	87
9	87
2806552	87
197614	87
1492	86
328812	85
2530390	85
88431	85
1522312	85
2665156	84
196	83
856	83
253	82
607711	82
143361	81
1642646	81
47678	80
154046	80
194197	80
39486	79
147802	79
493	79
1261635	79
2030797	78
1735111	78
123824	77
1288121	77
290053	76
2954548	76
1747	76
1032623	75
328814	75
1653831	74
3030639	74
2144175	74
103810	72
181655	72
40520	72
361101	72
39496	72
1547448	72
178339	71
2585118	71
674529	70
84030	70
2685834	69
387661	69
2912675	69
1322	69
2792859	69
202	69
1217282	69
1332188	68
29375	68
1815583	68
1352	68
43305	67
2917790	67
185007	67
329854	67
208479	66
2951805	65
505	65
2715212	64
46507	64
750	64
230709	64
3029272	63
2487072	63
28118	63
2763672	63
2364787	62
2650157	62
1628156	61
89152	61
1931275	61
706438	61
626932	61
2955701	60
291645	60
214856	60
157339	60
2713414	60
33040	59
477666	59
2929490	59
1675036	58
326523	57
131111	56
1155388	56
2718	56
45254	56
301301	55
470	55
2764326	55
39950	55
46228	54
728	54
2955560	54
2585119	54
1531	53
66219	53
1501392	53
2517362	53
72026	53
1261634	52
712116	52
1117645	52
1656	51
33038	51
28251	51
573	51
2827233	51
53419	50
185008	50
238834	50
2811778	50
418240	50
2785025	50
1432056	49
671211	49
3133966	49
1501662	48
45851	48
2932252	48
51161	48
2929799	47
1760811	47
1653434	47
1490	47
1750	47
850	47
1168034	47
1443036	47
153151	47
409322	46
536441	46
861	46
2829812	46
258	46
1522	46
1404	46
33043	45
82348	45
2040624	44
1609531	44
1358	44
907	44
2598457	44
373672	44
1335	43
1428	43
1265445	43
2955563	43
1796644	43
29389	43
461393	43
2004710	43
753	42
1917441	42
1396	42
36845	42
216816	42
985002	42
556259	42
1118202	41
1310	41
2995414	41
1501	41
1493872	41
3028070	41
2650158	40
2906076	40
254	40
505341	39
116085	39
731	39
2778911	39
29562	39
1288	39
1324352	38
1912897	38
2755405	38
1871021	38
33035	38
2975812	38
261299	37
1509	37
607712	37
3081750	37
3077723	37
2763062	37
1542	36
827	36
2954552	36
166485	36
1071080	36
1470347	36
2027860	35
824	35
644007	35
1232428	35
3123317	35
433286	35
2696063	35
2995413	34
1848904	34
2929488	34
76517	34
2976818	34
751585	34
2039166	34
2840371	33
2789425	33
1423	33
1216932	33
1229621	33
1642647	32
2921357	32
158836	32
2478954	32
2726954	32
36839	32
1346	31
29370	31
2929494	31
181487	31
239935	31
641107	31
511435	31
1776384	31
2487063	31
1888195	31
2794089	31
2528037	31
3114296	31
2999116	30
1115758	30
1297742	30
2702	30
1460447	30
2930219	30
1351	30
1329	30
157673	30
2594269	30
2929800	30
1004	30
34105	30
849	29
1219	29
169679	29
2560784	29
2488810	29
3030016	29
2112	29
46867	29
3070660	29
2911526	29
2583851	29
2920939	29
2494373	28
194196	28
2023866	28
1399	28
3039116	28
1639	28
3070215	28
1185412	28
109472	28
2707174	28
1916	28
2779518	28
2725414	28
2955562	28
97138	28
59733	27
1296	27
1241978	27
89153	27
1532	27
2754694	27
1218801	27
197575	27
97481	27
2763022	27
662858	27
119219	27
1416779	27
1796613	27
423351	27
94869	27
2590900	26
2507159	26
111501	26
185300	26
197	26
3036126	26
866807	26
584	26
2497456	26
2877527	26
53443	26
221027	26
1888915	26
2479767	26
2015076	26
2852098	26
3093923	26
2968490	26
2068655	26
105841	26
29394	25
400065	25
1639118	25
1547	25
2038776	25
62322	25
651561	25
1932669	25
573501	25
2724150	25
82135	25
1561	25
1529	25
3069118	25
1519	25
879970	25
1556	25
1507512	25
1032072	24
2893882	24
28198	24
2983606	24
1679721	24
2763669	24
2779362	24
2911527	24
2835648	24
3070997	24
1727145	24
3109366	24
2921549	24
2738844	24
2675878	24
1654388	24
2599308	24
1660073	24
704125	24
1099853	24
1297617	24
2086584	24
3050072	24
162	23
1790137	23
889453	23
1571	23
210	23
254955	23
1282	23
1505	23
236753	23
2042961	23
754	23
1945657	23
459526	23
1392	23
2175091	23
2547600	23
237258	23
149016	23
1405	23
36835	23
2679963	22
2893202	22
1871047	22
2763667	22
1721091	22
168384	22
438033	22
182773	22
270918	22
1538158	22
2350	22
394958	22
1494	22
283686	22
214851	22
1685010	22
198	22
1965231	22
1349	22
259	22
3117552	22
558152	22
1717717	22
1241981	22
2173034	21
158847	21
632	21
2772483	21
2932254	21
1624	21
2921626	21
1127472	21
387638	21
188932	21
36841	21
2010992	21
40091	21
1264	21
2932268	21
1042156	21
78331	21
274539	21
1895633	21
1355330	21
2487074	21
28189	21
1598	21
1124835	21
702745	21
2908645	21
2866573	21
153491	21
762954	21
1590	21
2708053	20
683124	20
2714926	20
1807691	20
755731	20
250	20
2758037	20
2977321	20
2654325	20
1333662	20
3041619	20
666	20
2925782	20
86304	20
1716543	20
2109687	19
29549	19
2841528	19
1534	19
244366	19
94254	19
3074145	19
253245	19
303	19
338188	19
2956268	19
76832	19
1750719	19
155322	19
