file_id	md5	size	urls
596fc2de57601ec08a01fdee59b85f09	dd85ff79c0d7e6710e39a77810bfc7a7	99527955	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmwgsqc/v2/SRS014475.tar.bz2,s3://nih-hmp-hhs/hmwgsqc2/SRS014475.tar.bz2
