taxon	SRS013506	SRS013506_filtered	SRS014475	SRS014475_filtered	SRS014689	SRS014689_filtered	SRS019352	SRS019352_filtered	SRS050029	SRS050029_filtered	SRS054569	SRS054569_filtered	SRS056042	SRS056042_filtered	SRS065335	SRS065335_filtered	SRS097885	SRS097885_filtered	SRS098585	SRS098585_filtered	SRS1041031	SRS1041031_filtered	SRS1041129	SRS1041129_filtered	SRS104912	SRS104912_filtered	SRS105082	SRS105082_filtered	SRS142957	SRS142957_filtered	SRS143032	SRS143032_filtered	SRS143776	SRS143776_filtered	SRS144378	SRS144378_filtered	SRS146847	SRS146847_filtered	SRS147088	SRS147088_filtered	camisim_SRS013506_filtered	camisim_SRS014475_filtered	camisim_SRS014689_filtered	camisim_SRS019352_filtered	camisim_SRS050029_filtered	camisim_SRS054569_filtered	camisim_SRS056042_filtered	camisim_SRS065335_filtered	camisim_SRS097885_filtered	camisim_SRS098585_filtered	camisim_SRS1041031_filtered	camisim_SRS1041129_filtered	camisim_SRS104912_filtered	camisim_SRS105082_filtered	camisim_SRS142957_filtered	camisim_SRS143032_filtered	camisim_SRS143776_filtered	camisim_SRS144378_filtered	camisim_SRS146847_filtered	camisim_SRS147088_filtered	mess_SRS013506_filtered	mess_SRS014475_filtered	mess_SRS014689_filtered	mess_SRS019352_filtered	mess_SRS050029_filtered	mess_SRS054569_filtered	mess_SRS056042_filtered	mess_SRS065335_filtered	mess_SRS097885_filtered	mess_SRS098585_filtered	mess_SRS1041031_filtered	mess_SRS1041129_filtered	mess_SRS104912_filtered	mess_SRS105082_filtered	mess_SRS142957_filtered	mess_SRS143032_filtered	mess_SRS143776_filtered	mess_SRS144378_filtered	mess_SRS146847_filtered	mess_SRS147088_filtered
3043330	0	0	0	0	4	0	1	0	16	0	9	0	0	0	8	0	0	0	0	0	5	0	2	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940614	0	0	0	0	4	0	1	0	6	0	1	0	0	0	2	0	0	0	1	0	46	0	14	0	22	0	26	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	0	0	0	0	4	0	1	0	4	0	11	0	1	0	0	0	0	0	0	0	19	0	6	0	45	0	18	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1620421	0	0	0	0	4	0	1	0	4	0	7	0	1	0	0	0	0	0	0	0	31	0	2	0	50	0	25	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2975808	0	0	0	0	4	0	1	0	3	0	2	0	1	0	1	0	0	0	0	0	26	0	3	0	45	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2055889	0	0	0	0	4	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	32	0	11	0	22	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2871493	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89154	0	0	0	0	4	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	8	0	4	0	20	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36821	0	0	0	0	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	15	0	3	0	42	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114686	0	0	0	0	4	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	14	0	41	0	28	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789762	0	0	0	0	4	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	17	0	4	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
568766	0	0	0	0	4	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631362	0	0	0	0	4	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	9	0	17	0	76	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370405	0	0	0	0	4	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	13	0	5	0	33	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3109595	0	0	0	0	4	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	48	0	8	0	59	0	36	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2072412	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	43	0	0	0	15	0	0	0	1	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1542737	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	11	0	25	0	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2189	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157779	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	19	0	4	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2954679	0	0	0	0	4	0	1	0	0	0	2	0	1	0	2	0	0	0	3	0	60	0	35	0	71	0	70	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2903774	0	0	0	0	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	14	0	20	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2742135	0	0	0	0	4	0	1	0	0	0	1	0	0	0	8	0	0	0	1	0	11	0	28	0	40	0	26	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152480	0	0	0	0	4	0	1	0	0	0	1	0	0	0	4	0	0	0	1	0	67	0	20	0	78	0	45	0	2	0	0	0	90	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2975866	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	48	0	9	0	434	434	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0
1962974	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	57	0	16	0	67	0	78	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2806262	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	79	0	12	0	82	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42197	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	22	0	22	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1404411	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	44	0	9	0	48	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298708	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	22	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3132747	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	8	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3029084	0	0	0	0	4	0	0	0	31	0	2	0	2	0	0	0	0	0	2	0	136	0	77	0	86	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1046114	0	0	0	0	4	0	0	0	18	0	3	0	0	0	7	0	0	0	0	0	2	0	3	0	49	0	57	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2509675	0	0	0	0	4	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	11	0	12	0	10	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3144104	0	0	0	0	4	0	0	0	7	0	2	0	2	0	0	0	0	0	0	0	61	0	51	0	74	0	95	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2975710	0	0	0	0	4	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	13	0	11	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40567	0	0	0	0	4	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	134	0	10	0	25	0	34	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2806442	0	0	0	0	4	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2975689	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	26	0	5	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2789327	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	92	0	8	0	62	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1853130	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	10	0	6	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3075198	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	20	0	6	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	29	0	6	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2742137	0	0	0	0	4	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	11	0	33	0	22	0	15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316279	0	0	0	0	4	0	0	0	2	0	2	0	0	0	10	0	0	0	0	0	6	0	16	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67352	0	0	0	0	4	0	0	0	2	0	1	0	3	0	1	0	0	0	1	0	26	0	28	0	21	0	90	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114616	0	0	0	0	4	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	60	0	14	0	42	0	47	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2884876	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	9	0	7	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2921699	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1904616	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	44	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31958	0	0	0	0	4	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	9	0	38	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254247	0	0	0	0	4	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	7	0	2	0	49	0	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2937787	0	0	0	0	4	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	8	0	42	0	25	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642299	0	0	0	0	4	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	61	0	11	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1736691	0	0	0	0	4	0	0	0	1	0	1	0	2	0	0	0	0	0	3	0	34	0	8	0	44	0	39	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3111768	0	0	0	0	4	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	23	0	11	0	78	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475937	0	0	0	0	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	31	0	5	0	96	0	45	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1858653	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	137	0	28	0	37	0	40	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33987	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	16	0	1	0	16	0	19	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2878535	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1077935	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	93	0	11	0	20	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1842536	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	67	0	5	0	248	248	79	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
69527	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1789672	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	78	0	21	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2609255	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2991728	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1217908	0	0	0	0	4	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	19	0	2	0	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334543	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	4	0	202	202	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2576926	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3123041	0	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	108	0	20	0	57	0	107	0	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1802	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	13	0	10	0	52	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66269	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	19	0	14	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2903790	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	42	0	9	0	25	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3064284	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	17	0	25	0	30	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2917832	0	0	0	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	21	0	9	0	23	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86185	0	0	0	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	45	0	7	0	50	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1461582	0	0	0	0	4	0	0	0	0	0	2	0	0	0	4	0	0	0	2	0	16	0	86	0	11	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1137606	0	0	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	9	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
859143	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2851646	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	18	0	24	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370764	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	8	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
